1,1,206.9,250.5,96.99999999999997,40.69999999999999,1,1,1.0
1,2,120.64,332.18,137.78000000000003,62.139999999999986,1,1,1.0
1,3,731.22,264.64,74.75,42.31999999999999,1,1,1.0
2,1,208.0,250.4,95.89999999999998,41.03,1,1,1.0
2,2,95.83,336.14,140.99,62.5,1,1,1.0
2,3,717.89,266.8,75.27999999999997,42.329999999999984,1,1,1.0
3,1,209.1,250.3,94.79999999999998,41.349999999999966,1,1,1.0
3,2,71.02,340.11,144.19,62.839999999999975,1,1,1.0
3,3,704.56,268.96,75.82000000000005,42.33000000000004,1,1,1.0
4,1,209.8,250.5,94.09999999999997,41.379999999999995,1,1,1.0
4,2,46.21,344.07,147.4,63.19999999999999,1,1,1.0
4,3,691.23,271.12,76.36000000000001,42.329999999999984,1,1,1.0
5,1,208.0,250.16,97.0,41.81000000000003,1,1,1.0
5,2,21.4,348.04,150.60999999999999,63.539999999999964,1,1,1.0
5,3,677.91,273.28,76.88,42.33000000000004,1,1,1.0
6,1,206.7,250.9,99.41000000000003,41.150000000000006,1,1,1.0
6,2,0.0,352.0,148.6,63.89999999999998,1,1,1.0
6,3,664.58,275.44,77.41999999999996,42.329999999999984,1,1,1.0
7,1,206.0,251.3,97.89999999999998,41.25999999999999,1,1,1.0
7,2,0.0,352.0,122.5,72.0,1,1,1.0
7,3,649.27,277.24,79.76999999999998,43.589999999999975,1,1,1.0
8,1,213.8,250.7,90.09999999999997,41.860000000000014,1,1,1.0
8,2,0.0,352.0,102.7,76.5,1,1,1.0
8,3,633.96,279.03,82.12,44.870000000000005,1,1,1.0
9,1,212.2,251.4,91.69999999999999,41.16,1,1,1.0
9,2,0.0,361.9,78.4,57.60000000000002,1,1,1.0
9,3,618.65,280.82,84.47000000000003,46.139999999999986,1,1,1.0
10,1,210.6,251.3,93.29999999999998,41.25999999999999,1,1,1.0
10,2,0.0,368.2,53.2,56.69999999999999,1,1,1.0
10,3,603.34,282.61,86.81999999999994,47.40999999999997,1,1,1.0
11,1,210.1,251.3,93.79999999999998,41.25999999999999,1,1,1.0
11,2,0.0,375.4,28.9,54.0,1,1,1.0
11,3,588.03,284.4,89.17000000000007,48.68000000000001,1,1,1.0
12,1,208.4,251.0,95.49999999999997,41.56,1,1,1.0
12,3,572.5,286.2,89.75999999999999,49.579999999999984,1,1,1.0
13,1,207.4,251.3,96.49999999999997,41.25999999999999,1,1,1.0
13,3,556.8,288.0,90.5200000000001,50.49000000000001,1,1,1.0
14,1,207.4,252.1,96.17999999999998,40.46000000000001,1,1,1.0
14,3,540.8,289.8,91.58000000000004,51.389999999999986,1,1,1.0
