1,1,0.0,16.98,18.87,26.12,1,1,1.0
1,2,52.2,60.21,126.07000000000001,61.24,1,1,1.0
1,3,95.51,0.77,225.09000000000003,63.23,1,1,1.0
1,4,309.6,0.77,401.9,115.23,1,1,1.0
2,1,0.0,16.98,9.0,26.12,1,1,1.0
2,2,35.99,59.31,118.91,56.69,1,1,1.0
2,3,95.51,0.77,225.09000000000003,63.23,1,1,1.0
2,4,307.89,0.0,400.6,114.79,1,1,1.0
3,1,0.0,16.98,4.5,26.12,1,1,1.0
3,2,18.0,54.81,116.19999999999999,56.69,1,1,1.0
3,3,95.51,0.77,224.59000000000003,63.23,1,1,1.0
3,4,310.12,0.77,399.38,115.23,1,1,1.0
4,2,2.69,52.1,110.81,56.690000000000005,1,1,1.0
4,3,95.51,0.77,224.09000000000003,63.23,1,1,1.0
4,4,308.9,0.77,399.6,115.23,1,1,1.0
5,2,0.0,49.4,95.5,56.690000000000005,1,1,1.0
5,3,95.51,0.77,223.09000000000003,63.23,1,1,1.0
5,4,307.9,0.0,399.56000000000006,117.04,1,1,1.0
6,2,0.0,45.8,77.5,56.69,1,1,1.0
6,3,95.51,0.77,222.99,63.23,1,1,1.0
6,4,306.7,0.0,399.7,114.6,1,1,1.0
7,2,0.0,44.0,58.6,51.3,1,1,1.0
7,3,95.51,0.77,222.89,63.23,1,1,1.0
7,4,305.5,0.0,399.79999999999995,117.04,1,1,1.0
8,2,0.0,45.8,44.2,46.8,1,1,1.0
8,3,95.51,0.77,222.79000000000002,63.23,1,1,1.0
8,4,305.5,0.0,398.79999999999995,117.04,1,1,1.0
9,2,0.0,45.8,28.0,43.2,1,1,1.0
9,3,95.51,0.77,222.69,63.23,1,1,1.0
9,4,305.5,0.0,397.79999999999995,117.04,1,1,1.0
10,2,0.0,45.8,13.6,36.0,1,1,1.0
10,5,912.2,188.09,47.799999999999955,63.94,1,1,1.0
10,3,95.51,0.77,222.59000000000003,63.23,1,1,1.0
10,4,305.5,0.0,397.79999999999995,117.04,1,1,1.0
11,5,868.1,179.99,91.89999999999998,90.00999999999999,1,1,1.0
11,3,95.51,0.77,222.49,63.23,1,1,1.0
11,4,305.5,0.0,397.77,117.04,1,1,1.0
12,5,821.27,165.58,138.73000000000002,99.91999999999999,1,1,1.0
12,3,95.51,0.77,222.39,63.23,1,1,1.0
12,4,305.5,0.0,397.74,117.04,1,1,1.0
13,5,776.2,159.3,183.79999999999995,106.19999999999999,1,1,1.0
13,6,0.0,190.79,1.76,27.02000000000001,1,1,1.0
13,3,95.51,0.77,222.29000000000002,63.23,1,1,1.0
13,4,305.5,0.0,397.70000000000005,117.04,1,1,1.0
14,5,733.87,149.39,226.13,124.21000000000004,1,1,1.0
14,6,0.0,185.4,17.1,36.900000000000006,1,1,1.0
14,3,95.51,0.77,222.19,63.23,1,1,1.0
14,4,305.5,0.0,397.66999999999996,117.04,1,1,1.0
15,5,696.05,141.29,263.95000000000005,119.71000000000001,1,1,1.0
15,6,0.0,164.7,35.1,76.5,1,1,1.0
15,3,95.51,0.77,222.09000000000003,63.23,1,1,1.0
15,4,305.55,0.0,397.59,117.04,1,1,1.0
16,5,654.62,135.9,279.28,117.0,1,1,1.0
16,6,0.0,164.7,53.1,85.5,1,1,1.0
16,3,95.51,0.77,222.01,63.23,1,1,1.0
16,4,305.6,0.0,397.51,117.04,1,1,1.0
17,5,616.8,128.7,269.4000000000001,112.49000000000001,1,1,1.0
17,6,0.0,164.7,73.8,103.5,1,1,1.0
17,3,95.51,0.77,221.93,63.23,1,1,1.0
17,4,305.65,0.0,397.4200000000001,117.04,1,1,1.0
18,5,580.78,117.89,256.82000000000005,112.49999999999999,1,1,1.0
18,6,0.0,164.7,94.5,117.0,1,1,1.0
18,3,95.51,0.77,221.85000000000002,63.23,1,1,1.0
18,4,305.7,0.0,397.34,117.04,1,1,1.0
19,5,547.46,116.99,246.93999999999994,104.41000000000001,1,1,1.0
19,6,0.0,172.8,117.9,121.5,1,1,1.0
19,3,95.51,0.77,221.76999999999998,63.23,1,1,1.0
19,4,305.7,0.0,397.31,117.04,1,1,1.0
20,5,514.14,110.7,239.76,102.60000000000001,1,1,1.0
20,6,0.0,180.01,143.1,126.88999999999999,1,1,1.0
20,3,95.51,0.77,221.69,63.23,1,1,1.0
20,4,305.7,0.0,397.28000000000003,117.04,1,1,1.0
21,5,488.02,104.4,225.38,99.9,1,1,1.0
21,6,0.0,189.01,168.3,132.29000000000002,1,1,1.0
21,3,95.51,0.77,221.61,63.23,1,1,1.0
21,4,305.7,0.0,397.25000000000006,117.04,1,1,1.0
22,5,453.8,102.6,222.7,92.70000000000002,1,1,1.0
22,6,0.9,197.12,194.4,139.48000000000002,1,1,1.0
22,3,95.51,0.77,221.51999999999998,63.23,1,1,1.0
22,4,305.0,0.0,397.90999999999997,117.04,1,1,1.0
23,5,425.88,99.0,215.51999999999998,89.1,1,1,1.0
23,6,11.7,206.13,216.0,145.76999999999998,1,1,1.0
23,3,95.51,0.77,221.44,63.23,1,1,1.0
23,4,304.3,0.0,398.58,117.04,1,1,1.0
24,5,399.76,90.89,210.34000000000003,89.10000000000001,1,1,1.0
24,6,32.4,214.4,227.4,157.20000000000002,1,1,1.0
24,3,95.51,0.77,221.36,63.23,1,1,1.0
24,4,304.3,0.0,398.55,117.04,1,1,1.0
25,5,375.9,86.8,195.89999999999998,88.00000000000001,1,1,1.0
25,6,56.2,224.75,244.0,166.55,1,1,1.0
25,3,95.51,0.77,221.28000000000003,63.23,1,1,1.0
25,4,304.3,0.0,398.52000000000004,117.04,1,1,1.0
26,5,352.1,84.73,189.69999999999993,82.86999999999999,1,1,1.0
26,6,80.0,236.1,261.6,172.79999999999998,1,1,1.0
26,3,95.51,0.77,221.2,63.23,1,1,1.0
26,4,303.8,0.0,398.97999999999996,117.04,1,1,1.0
27,5,330.37,77.49,180.43,82.87000000000002,1,1,1.0
27,6,107.9,245.41,280.29999999999995,189.39000000000001,1,1,1.0
27,3,95.51,0.77,221.12,63.23,1,1,1.0
27,4,303.95,0.0,398.8,117.04,1,1,1.0
28,5,307.6,75.4,178.39999999999998,79.79999999999998,1,1,1.0
28,6,137.91,257.83,300.99,203.87,1,1,1.0
28,3,95.51,0.77,221.04000000000002,63.23,1,1,1.0
28,4,304.1,0.0,398.62,117.04,1,1,1.0
29,5,286.9,74.4,170.10000000000002,75.6,1,1,1.0
29,6,171.03,275.42,324.77,214.18,1,1,1.0
29,7,910.0,183.71,50.0,71.4,1,1,1.0
